epoch,loss,iou,val_loss,val_iou
0,0.47040577232837677,0.039433576244969376,0.4408473859472973,1.1026325860899875e-10
1,0.3598400006691615,0.0007049607233686763,0.41211169425064953,1.1026325860899875e-10
2,0.315848171710968,0.0002591177836433766,0.359749862818214,1.1026325860899875e-10
3,0.2882514854272207,0.00010543357010998426,0.3025662661567936,1.1026325860899875e-10
4,0.2749209592739741,0.0008744385622776926,0.2781877144565427,1.1026325860899875e-10
5,0.2655683914820353,0.0006021978083921652,0.26022710838938146,1.1026325860899875e-10
6,0.25838032613197964,0.0009404012854178407,0.2584525201378799,1.1026325860899875e-10
7,0.2545150155822436,0.0004909509548165848,0.2735099429037513,1.1019029811894616e-10
8,0.25393906235694885,0.0003274969472398091,0.2501820777732182,1.1026325860899875e-10
9,0.2522864619890849,2.5223335723287917e-05,0.2402783726773611,1.1026325860899875e-10
10,0.24768661161263783,1.0803912545734819e-10,0.24277875348319852,1.1026325860899875e-10
11,0.2433472896615664,1.0962536526822782e-10,0.30081080663494947,1.1026325860899875e-10
12,0.24257908910512924,0.0009061551717901011,0.23601680460984145,0.018955043094787506
13,0.24118174960215885,0.02980234996260693,0.2709449330965678,1.1026325860899875e-10
14,0.2395306890209516,1.0787729768522076e-10,0.2731314938727433,1.1026325860899875e-10
15,0.23854522456725438,1.1007784280661325e-10,0.2843440931017806,1.1026325860899875e-10
16,0.24254064907630285,0.031215759186606004,0.271312173304519,0.012427699570504372
17,0.23646675844987233,0.09084283248703193,0.2333332363182936,0.025470484917624624
18,0.23770281473795574,0.04836524578889411,0.29155825211749814,1.1026325860899875e-10
19,0.23095716983079911,0.053835891228732204,0.25105609351057345,0.27822158750631093
20,0.23669077058633167,0.06397229675131716,0.2767667035019495,1.1026325860899875e-10
21,0.2240605389078458,0.17522974509120134,0.2743206954583889,1.1026325860899875e-10
22,0.22655346244573593,0.14809370156033214,0.45607380581095935,0.1860968889944527
23,0.23042438924312592,0.14354335314938999,0.26408176148325446,0.016006584525415975
24,0.22665252387523652,0.17932121764629846,0.2500790883370531,0.0001917558020787126
25,0.22627651939789453,0.16192372840188668,0.2460671768682759,0.001271333721833198
26,0.22994693517684936,0.14266170336502512,0.2288591096071693,1.1026325860899875e-10
27,0.22712057580550513,0.15611519169689328,0.23485007809429634,0.14603526189021046
28,0.22415488660335542,0.17429249408705388,0.25889998516900753,0.0006682320158174331
29,0.22165722747643787,0.20558127094054168,0.27736314077202867,1.1026325860899875e-10
30,0.22098960230747858,0.1606786076055976,0.3064057184913294,0.281566901108456
31,0.21593407293160757,0.23986970595472903,0.23266830022742108,0.08384672438982407
32,0.2217426121234894,0.2067359201240744,0.26359342935124064,0.0023586859885944386
33,0.21476556360721588,0.24071778369704916,0.258596254921541,0.06335269007350482
34,0.21799716353416443,0.24496853148596046,0.23190202776009475,0.1462547078257981
35,0.2168418144186338,0.23903422225742912,0.33065800138605317,0.2645803476449356
36,0.2133310005068779,0.24521044597913086,0.24145630898514414,0.010383357346633933
37,0.21930529524882633,0.22312881734313203,0.27878114120747016,1.1026325860899875e-10
38,0.20815688172976177,0.2882062293517789,0.2632025550536024,0.003779755053303155
39,0.2176830177505811,0.2298897383965641,0.28580061764251896,0.008546584258267487
40,0.21471691131591797,0.2422367211927831,0.2677118590449899,0.002471790311368056
41,0.21383851965268452,0.24765075097172734,0.3115639480633464,0.22647746875974276
42,0.21043960551420848,0.29896508013987066,0.2286218767001377,0.22553927956438014
43,0.20445885211229325,0.2948816811963915,0.30460464469785614,0.00654422278704812
44,0.20565377175807953,0.31323076639944886,0.2702322083760083,0.015186701807763839
45,0.20374534924825033,0.3452644101189885,0.2768085630444007,1.1026325860899875e-10
46,0.20175052533547083,0.3358493605491106,0.2736358506892755,0.002434335471121981
47,0.20018153538306555,0.3681889853180658,0.2619069698380261,0.07785700178319722
